R,ClPr,OPEN,pre_HIGH,pre_LOW,prev_VOLUME,2dayprice_change,SMA5,SMA10,SMA20
0,126.72,126.09,128.76,125.92,4960000,-2.97,129.454,130.233,131.563
0,123.9,128.22,127.6425,124.12,7412500,-2.18,128.602,129.849,131.2065
0,128.19,126.6,128.59,123.61,4245100,-3.46,127.442,129.059,130.7675
0,128.05,129.96,129.2,126.42,3715400,1.47,127.014,128.666,130.5665
0,130.25,130.1,129.96,126.53,4102600,4.15,126.844,128.457,130.2325
0,129.81,129.43,131.27,129,3584000,2.06,127.422,128.438,130.028
0,128.96,130.02,130.01,129.096,2734200,1.76,128.04,128.321,129.8755
0,130.22,133.73,130.59,128.66,3312800,-1.29,129.052,128.247,129.677
0,134.71,135.64,133.73,130.22,3776100,0.41,129.458,128.236,129.578
0,136.48,137.35,135.66,133.95,2720300,5.75,130.79,128.817,129.735
0,136.99,138.45,137.49,136.33,2118800,6.26,132.036,129.729,129.981
0,137.31,137.98,138.95,136.296,2705700,2.28,133.472,130.756,130.3025
0,138.16,137.74,138.75,136.98,2327900,0.83,135.142,132.097,130.578
0,138.44,137.77,138.5,137.63,1792700,1.17,136.73,133.094,130.88
0,137.41,135.11,138.82,137.56,3025900,1.13,137.476,134.133,131.295
0,134.68,135.81,137.41,134.74,2479700,-0.75,137.662,134.849,131.6435
0,136.18,136.95,137.06,134.57,2633400,-3.76,137.2,135.336,131.8285
0,136.45,137.02,137.19,135.68,3254300,-1.23,136.974,136.058,132.1525
0,136.63,137.48,137.43,136.201,2539900,1.77,136.632,136.681,132.4585
0,137.65,137.45,137.75,136.34,3122700,0.45,136.27,136.873,132.845
0,137.63,138.75,138.2,137.13,2525500,1.2,136.318,136.99,133.3595
0,138.45,138.37,139.29,137.48,2712100,1,136.908,137.054,133.905
0,138.13,138.05,138.8799,138.03,2133300,0.8,137.362,137.168,134.6325
0,140.25,140,139,137.61,3052100,0.5,137.698,137.165,135.1295
0,139.42,139.08,140.43,139.48,1846500,1.8,138.422,137.346,135.7395
0,139.35,138.78,139.65,138.79,1714300,1.29,138.776,137.547,136.198
0,138.29,137.3,139.4,138.55,1894900,-0.9,139.12,138.014,136.675
0,136.99,137.23,138.68,137.031,2158200,-1.13,139.088,138.225,137.1415
0,136.8,137.1,137.34,136.35,1311700,-2.36,138.86,138.279,137.48
0,136.72,136.78,137.43,136.32,3439600,-1.49,138.17,138.296,137.5845
0,136.41,135.06,138.09,136.6,5856800,-0.27,137.63,138.203,137.5965
0,135.8,131.4801,136.52,134.73,4080900,-0.39,137.042,138.081,137.5675
0,131.39,130.42,135.81,131.4801,5580000,-0.92,136.544,137.816,137.492
0,127.66,126.77,131.62,129.98,6206800,-5.02,135.424,137.142,137.1535
0,126.43,126.65,128.77,126.47,2805300,-8.14,133.596,135.883,136.6145
0,126.58,126.63,127.35,125.98,1743400,-4.96,131.538,134.584,136.0655
0,126.77,128.74,127.39,125.98,2486700,-1.08,129.572,133.307,135.6605
0,127.55,128.07,129.66,126.71,3897500,0.34,127.766,132.155,135.19
0,128.57,128.8,128.53,127.53,2353100,0.97,126.998,131.211,134.745
0,128.61,128.19,129.18,128.39,2064400,1.8,127.18,130.388,134.342
0,126.83,126.4,128.8,127.85,2886100,1.06,127.616,129.577,133.89
0,126.46,125.95,127.65,126.22,2842700,-1.74,127.666,128.619,133.35
0,126.6,126.06,127.59,125.485,3450700,-2.15,127.604,127.685,132.7505
0,127.68,131.67,127.39,125.151,7864500,-0.23,127.414,127.206,132.174
0,133.51,133.51,132,127.39,6897900,1.22,127.236,127.208,131.5455
0,133.5,132.63,134.16,133.34,2029000,6.91,128.216,127.916,131.25
0,132.15,131.45,133.65,131.94,2433500,5.82,129.55,128.608,130.9575
0,131.23,131.8,132.6358,131.33,4229600,-1.36,130.688,129.146,130.6505
0,131.02,130.36,131.87,130.94,2496300,-2.27,131.614,129.514,130.3625
0,130.35,129.69,132.55,129.82,1644800,-1.13,132.282,129.759,130.0735
0,129.18,129.5,130.41,129.59,1576100,-0.88,131.65,129.933,129.755
0,130.05,130.02,130.3,128.55,2691800,-1.84,130.786,130.168,129.3935
0,130.13,129.91,130.78,129.92,2532500,-0.3,130.366,130.527,129.106
0,129.85,129.15,130.5,129.775,2148200,0.95,130.146,130.88,129.043
0,129.79,128.97,130,128.98,2360400,-0.2,129.912,131.097,129.1525
0,128.59,127.86,130.12,128.8,2569800,-0.34,129.8,130.725,129.3205
0,128.36,128.15,128.66,127.43,2426300,-1.26,129.682,130.234,129.421
0,127.95,127.54,128.59,127.55,2428600,-1.43,129.344,129.855,129.5005
0,127.99,126.03,128.169,127.25,1751500,-0.64,128.908,129.527,129.5205
0,126.41,127.15,128.02,126.03,2234300,-0.37,128.536,129.224,129.4915
0,127.13,126.46,127.8799,126.23,3188900,-1.54,127.86,128.83,129.3815
0,126.12,125.75,127.32,126.23,1910300,-0.86,127.568,128.625,129.3965
0,126.32,125.98,126.46,124.86,1757900,-0.29,127.12,128.232,129.3795
0,125.9,126.76,126.49,125.56,1741500,-0.81,126.794,127.851,129.3655
0,125.85,124.97,126.93,125.12,1676600,-0.22,126.376,127.456,129.2765
0,124.79,125.57,126.38,124.95,2327200,-0.47,126.264,127.062,128.8935
0,125.28,125.08,125.98,124.76,2107700,-1.11,125.796,126.682,128.458
0,124.92,124.13,125.48,124.62,1986700,-0.57,125.628,126.374,128.1145
0,124.42,123.05,125.32,123.8,2358400,0.13,125.348,126.071,127.799
0,123.49,122.96,124.46,122.87,2054300,-0.86,125.052,125.714,127.469
0,123.2,123.43,124.955,122.7,3851100,-1.43,124.58,125.422,127.126
0,123.8,123.36,123.73,122.5,2337500,-1.22,124.262,125.029,126.827
0,123.25,122.79,124.32,123.28,2053500,0.31,123.966,124.797,126.5145
0,122.84,122.87,123.31,122.68,1762200,0.05,123.632,124.49,126.1705
0,122.62,120.74,123.45,122.4,2590500,-0.96,123.316,124.184,125.82
0,120.94,120.86,122.87,120.71,2791700,-0.63,123.142,123.861,125.4615
0,119.82,121.28,120.94,120.14,2646400,-1.9,122.69,123.476,125.079
0,121.4,120.26,121.38,119.79,2720500,-2.8,121.894,122.93,124.652
0,120.72,119.16,121.7,120,1866800,0.46,121.524,122.578,124.3245
0,119.34,118.6,120.77,118.39,2492700,0.9,121.1,122.208,123.961
0,117.57,117.27,119.34,118.32,2688800,-2.06,120.444,121.793,123.6075
0,117.16,118.72,117.96,116.65,2499200,-3.15,119.77,121.23,123.1295
0,118.69,118.56,119.22,117.1,2869000,-2.18,119.238,120.566,122.6815
0,119.4,118.37,119.265,118.28,1931200,1.12,118.696,120.11,122.3
0,118.55,118.71,119.71,118.13,1983700,2.24,118.432,119.766,121.975
0,119.2,119.13,119.11,117.89,2525800,-0.14,118.274,119.359,121.61
0,119.62,119.69,119.59,118.44,2056500,-0.2,118.6,119.185,121.3305
0,119.41,119.39,119.82,118.8,1854800,1.07,119.092,119.165,121.0475
0,120.22,119.97,119.956,118.67,2104700,0.21,119.236,118.966,120.772
0,120.66,120.6,120.3,119.26,2028100,0.6,119.4,118.916,120.562
0,120.2,120.89,121,119.92,2240900,1.25,119.822,119.048,120.4205
0,120.8,121.24,121.21,120.17,2173400,-0.02,120.022,119.311,120.2705
0,121.11,120.43,121.87,120.69,3585100,0.14,120.258,119.675,120.1205
0,120.01,121.5,121.47,120.37,3468500,0.91,120.598,119.917,120.0135
0,121.57,121.15,121.93,120.01,6999000,-0.79,120.556,119.978,119.872
0,121.29,120.25,122.27,121.15,2912400,0.46,120.738,120.28,119.8195
0,119.93,119.07,121.51,119.87,3307700,1.28,120.956,120.489,119.837
0,119.23,119.79,120.19,118.65,2436000,-1.64,120.782,120.52,119.8425
0,118.6,118.49,120,119.06,2756300,-2.06,120.406,120.502,119.734
0,118.2,118.8,118.85,118.32,1973300,-1.33,120.124,120.34,119.628
0,118.71,117.63,118.914,118,2399700,-1.03,119.45,120.094,119.571
0,117.59,117.31,118.71,117.59,1889000,0.11,118.934,119.945,119.628
0,116.74,115.63,117.87,117.07,2572800,-0.61,118.466,119.624,119.6495
0,115.04,115.09,117.14,115.51,1976800,-1.97,117.968,119.187,119.552
0,114.87,114.35,115.82,113.8877,1965600,-2.55,117.256,118.69,119.334
0,114.55,113.08,115.12,114.03,1947900,-1.87,116.59,118.02,119.15
0,113.22,114.57,114.865,113.08,2312200,-0.49,115.758,117.346,118.9175
0,113.58,113.61,114.92,112.85,2168100,-1.65,114.884,116.675,118.5975
0,113.32,112.87,113.74,112.85,2205600,-0.97,114.252,116.11,118.306
0,113,112.51,113.83,112.58,1457200,0.1,113.908,115.582,117.961
0,112.73,113.41,113.42,112.36,1545800,-0.58,113.534,115.062,117.578
0,114.33,114.38,113.82,112.67,1907500,-0.59,113.17,114.464,117.2045
0,114.4,114.76,115.1725,114.04,1815700,1.33,113.392,114.138,116.881
0,114.67,113.61,115,113.59,1953300,1.67,113.556,113.904,116.5455
0,113.42,114.79,114.89,113.3445,2002000,0.34,113.826,113.867,116.2785
0,115.42,115.52,114.84,113.34,2293700,-0.98,113.91,113.722,115.871
0,115.61,115.83,115.89,115.19,2153600,0.75,114.448,113.809,115.5775
0,115.9,115.68,115.96,115.47,1829300,2.19,114.704,114.048,115.3615
0,115.85,116.92,116.21,115.64,2332800,0.48,115.004,114.28,115.195
0,117.62,118.9,116.92,115.6401,1994900,0.24,115.24,114.533,115.0575
0,118.67,118.52,118.91,117.57,2021400,1.72,116.08,114.995,115.0285
0,118.38,118,119.18,117.19,2023300,2.82,116.73,115.589,115.0265
0,118.31,118.73,118.76,117.72,1647400,0.76,117.284,115.994,115.066
0,118.68,118.27,119.2,117.7,2460100,-0.36,117.766,116.385,115.1445
0,117.83,117.3,119,117.64,2380600,0.3,118.332,116.786,115.3265
0,117.5,117.82,117.948,117.04,1934000,-0.48,118.374,117.227,115.4745
0,117.92,118.17,117.95,117.14,1841100,-1.18,118.14,117.435,115.622
0,118.26,117.98,118.25,117.81,1351800,0.09,118.048,117.666,115.857
0,118.41,118.38,118.35,117.47,1899300,0.76,118.038,117.902,116.091
0,117.43,117.13,119.26,118.27,2997000,0.49,117.984,118.158,116.3455
0,116.84,116.9,118.596,117.01,2694000,-0.83,117.904,118.139,116.567
0,116.61,116.41,117.12,116.33,2285200,-1.57,117.772,117.956,116.7725
0,116.91,116.17,116.8052,116.06,1460400,-0.82,117.51,117.779,116.8865
0,116.55,115.3,116.93,115.34,2332200,0.07,117.24,117.639,117.012
0,116.33,117.07,116.9,114.84,3346700,-0.06,116.868,117.426,117.106
0,116.75,116.44,117.09,116.06,1808800,-0.58,116.648,117.276,117.2515
0,116.28,116,117.3,116.01,2254400,0.2,116.63,117.201,117.318
0,116.19,115.34,116.82,115.66,2823500,-0.05,116.564,117.037,117.3515
0,115.48,114.61,116.47,115.34,3093900,-0.56,116.42,116.83,117.366
0,114.64,114.97,115.75,114.57,2945800,-0.8,116.206,116.537,117.3475
0,114.34,114.99,115.27,114.31,2096600,-1.55,115.868,116.258,117.1985
0,114.85,115.14,115.44,114.06,2458400,-1.14,115.386,116.008,116.982
0,115.14,114.57,115.49,114.75,2064400,0.21,115.1,115.832,116.8055
0,114.53,114.36,115.24,114.27,2291700,0.8,114.89,115.655,116.647
0,113.43,113.38,114.75,114.17,2387500,-0.32,114.7,115.453,116.4395
0,113.35,113.09,113.88,112.91,2307500,-1.71,114.458,115.163,116.2195
0,112.13,112,113.52,112.795,2196200,-1.18,114.26,114.823,116.012
0,111.54,110.37,112.784,111.901,2571600,-1.3,113.716,114.408,115.7225
0,109.45,108.28,111.56,109.87,2064500,-1.81,112.996,113.943,115.3865
0,108.73,109.05,109.9,108.21,1358800,-2.68,111.98,113.34,114.9385
0,109.31,108.37,109.75,108.33,3008800,-2.81,111.04,112.749,114.5035
0,109.35,109.86,110.36,108.36,2668800,-0.14,110.232,112.246,114.127
0,110.24,110.54,110.47,109.14,3428500,0.62,109.676,111.696,113.764
0,109.68,109.07,110.9,109.97,2229600,0.93,109.416,111.206,113.4305
0,108.24,108.2,109.98,108.73,2524400,0.33,109.462,110.721,113.087
0,107.5,108.784,108.75,107.54,2676700,-2,109.364,110.202,112.6825
0,109.59,109.5,108.784,107.15,3602500,-2.18,109.002,109.617,112.22
0,108.78,110.71,110.06,108.74,4674400,1.35,109.05,109.363,111.8855
0,111.57,112.96,110.76,108.52,2975600,1.28,108.758,109.087,111.515
0,112.97,112.07,113.25,111.53,1971700,1.98,109.136,109.299,111.3195
0,111.91,111.85,113.23,111.9,1695300,4.19,110.082,109.723,111.236
0,111.03,111.3,112.87,111.6445,2617800,0.34,110.964,109.983,111.1145
0,111.2,108.95,112.07,110.75,2016800,-1.94,111.252,110.151,110.9235
0,109.03,110.99,111.44,108.58,2604200,-0.71,111.736,110.247,110.7265
0,110.22,109.9,111.06,108.95,2400700,-2,111.228,110.182,110.4515
0,110.81,111.41,111.08,109.51,1752100,-0.98,110.678,110.38,110.291
0,111.11,109.38,111.45,110.54,2224100,1.78,110.458,110.711,110.164
0,108.67,108.46,111.12,108.97,3374900,0.89,110.474,110.863,110.113
0,108.59,109.8,108.775,107.64,2680800,-2.14,109.968,110.852,109.9695
0,110.02,110.65,109.89,108.395,2690400,-2.52,109.88,110.554,109.9265
0,110.61,110.7,111.2,109.53,2508500,1.35,109.84,110.259,109.991
0,110.27,110.79,110.95,109.6901,2647100,2.02,109.8,110.129,110.056
0,111.42,111.34,112.211,110.27,3207700,0.25,109.632,110.053,110.102
0,111.13,111.04,112,111.011,2599200,0.81,110.182,110.075,110.161
0,111.59,111.15,111.36,110.48,2113600,0.86,110.69,110.285,110.2335
0,110.27,109.86,112.38,111.04,2722000,0.17,111.004,110.422,110.401
0,110.41,110.06,110.49,109.49,2228400,-0.86,110.936,110.368,110.5395
0,110.79,111.59,110.7,109.58,2568400,-1.18,110.964,110.298,110.5805
0,112.01,112.11,112.29,110.57,3833200,0.52,110.838,110.51,110.681
0,111.72,111.13,112.34,111.52,2473300,1.6,111.014,110.852,110.703
0,111.39,111.16,112.055,110.96,2457300,0.93,111.04,111.022,110.6405
0,111.07,111.21,111.78,110.94,4060400,-0.62,111.264,111.1,110.6145
0,111.5,110.4,111.7,110.95,2685900,-0.65,111.396,111.18,110.6165
0,110.59,110.32,111.715,110.29,2912600,0.11,111.538,111.188,110.6315
0,110.5,109.99,110.79,110.27,2481000,-0.48,111.254,111.134,110.7095
0,110.48,110.08,110.72,109.71,2044400,-1,111.01,111.025,110.7235
0,109.92,108.11,110.64,109.75,2993300,-0.11,110.828,111.046,110.707
0,108.2,108.03,110.51,108.11,4487000,-0.58,110.598,110.997,110.6475
0,108.01,107.61,108.29,107.77,2654400,-2.28,109.938,110.738,110.624
0,107.84,107.63,108.371,107.55,2235200,-1.91,109.422,110.338,110.595
0,107.83,106.96,107.99,107.45,2174400,-0.36,108.89,109.95,110.486
0,106.04,105.04,108.6,106.85,3013100,-0.18,108.36,109.594,110.347
0,104.55,104.78,106.375,104.91,3119500,-1.8,107.584,109.091,110.1355
0,104.71,103.98,105.12,104.42,3258900,-3.28,106.854,108.396,109.792
0,103.83,103.91,104.74,102.97,3768800,-1.33,106.194,107.808,109.471
0,103.79,104.97,104.2,102.89,2903700,-0.72,105.392,107.141,109.083
0,104.88,104.46,105.18,103.46,3359400,-0.92,104.584,106.472,108.759
0,107.87,107.61,105.64,103.5,9027000,1.05,104.352,105.968,108.4825
0,107.39,106.24,108.15,107.24,3238200,4.08,105.016,105.935,108.3365
0,105.8,105.71,107.51,105.86,3209800,2.51,105.552,105.873,108.1055
0,105.71,105.31,106.1,105.14,2646800,-2.07,105.946,105.669,107.8095
0,104.98,105.84,105.88,104.82,3323000,-1.68,106.33,105.457,107.5255
0,105.48,105.47,105.97,104.28,3144700,-0.82,106.35,105.351,107.221
0,106.15,106.69,105.8,104.93,3155300,-0.23,105.872,105.444,106.92
0,105.76,107.15,106.85,105.7001,2636800,1.17,105.624,105.588,106.698
0,107.68,107.89,107.91,105.74,3677400,0.28,105.616,105.781,106.461
0,108.25,107.86,108.2699,107.31,2111400,1.53,106.01,106.17,106.321
0,107.69,106.09,108.72,107.86,2137800,2.49,106.664,106.507,106.2375
0,105.95,106,107.93,106.028,3262400,0.01,107.106,106.489,106.212
0,105.75,105.86,106.69,105.39,2370600,-2.3,107.066,106.345,106.109
0,105.78,104.45,106.42,105.1,1947700,-1.94,107.064,106.34,106.0045
0,105.82,105.82,105.875,104.35,2477800,-0.17,106.684,106.347,105.902
0,105.68,106.6,106.22,105.3,1771200,0.07,106.198,106.431,105.891
0,106.52,105.8,106.97,105.43,3278900,-0.1,105.796,106.451,105.9475
0,105.65,106,106.8,105.79,2097500,0.7,105.91,106.488,106.038
0,106.31,105.67,106.17,105.42,1684300,-0.03,105.89,106.477,106.129
0,105.29,105.35,106.34,105.28,2276700,-0.21,105.996,106.34,106.255
0,106.07,105.41,105.5,104.97,2129500,-0.36,105.89,106.044,106.2755
0,105.17,106.53,106.225,105.41,1893500,-0.24,105.968,105.882,106.1855
0,106.42,105.1,106.8,104.68,3739200,-0.12,105.698,105.804,106.0745
0,104.94,105.39,106.485,105.1,2409800,0.35,105.852,105.871,106.1055
0,105.66,105.91,105.4619,104.72,1937300,-0.23,105.578,105.787,106.067
0,105.18,105.83,106.17,105.38,1799500,-0.76,105.652,105.771,106.101
0,105.41,105.23,105.98,104.64,3211400,0.24,105.474,105.721,106.086
0,106.4,105.9,105.96,105.22,1811400,-0.25,105.522,105.61,106.049
0,106.02,105.33,106.88,105.851,5148400,1.22,105.518,105.685,106.081
0,105.09,105.13,106.02,105.26,2203400,0.61,105.734,105.656,105.998
0,105.13,105.82,105.57,104.88,2059600,-1.31,105.62,105.636,105.84
0,105.81,105.33,105.98,104.96,2226800,-0.89,105.61,105.542,105.712
0,105.71,105,105.955,105.33,1720600,0.72,105.69,105.606,105.705
0,104.54,104.8,105.81,104.825,2357200,0.58,105.552,105.535,105.703
0,104.66,104.73,105.155,104.49,1875200,-1.27,105.256,105.495,105.641
0,104.45,103.76,105.42,104.47,3470300,-1.05,105.17,105.395,105.583
0,103.28,103.51,104.81,103.65,2632200,-0.09,105.034,105.322,105.5215
0,103.77,103.39,103.51,102.59,2566300,-1.38,104.528,105.109,105.3595
0,104,103.6,103.94,102.72,2660400,-0.68,104.14,104.846,105.2655
0,103.57,102.1,104.56,103.14,2870100,0.72,104.032,104.644,105.15
0,102.31,102.11,103.93,101.95,2353700,-0.2,103.814,104.492,105.064
0,101.75,103.91,102.66,101.91,2471900,-1.69,103.386,104.21,104.876
0,103.54,102.99,104.04,101.75,3021900,-1.82,103.08,103.804,104.705
0,102.72,102.88,103.7,102.82,2158100,1.23,103.034,103.587,104.561
0,103.15,104.18,103.14,102.39,2758000,0.97,102.778,103.405,104.45
0,104.18,103.42,104.4,103.15,2995400,-0.39,102.694,103.254,104.3245
0,103.23,103.06,104.3916,103.32,2988500,1.46,103.068,103.227,104.2745
0,102.78,102.43,103.38,102.62,2326200,0.08,103.364,103.222,104.1655
0,102.86,103.03,103.14,102.22,2217500,-1.4,103.212,103.123,103.9845
0,103.46,102.66,103.395,102.58,1699900,-0.37,103.24,103.009,103.8265
0,102.62,102.39,103.59,102.63,1928000,0.68,103.302,102.998,103.745
0,102.66,102.34,102.88,102.0401,1715500,-0.24,102.99,103.029,103.6195
0,102.22,102.65,103.33,102.04,1937800,-0.8,102.876,103.12,103.462
0,102.69,101.13,102.74,101.4599,2277600,-0.4,102.764,102.988,103.2875
0,101.49,101.31,102.99,101.08,3510600,0.03,102.73,102.985,103.195
0,100.77,100.77,101.92,101.245,2833100,-0.73,102.336,102.819,103.0365
0,101.56,101.44,101.21,100.58,1987600,-1.92,101.966,102.478,102.8525
0,100.55,100.69,101.99,101.16,3853600,0.07,101.746,102.311,102.7665
0,100.8,101.8,100.95,100.07,3763100,-0.22,101.412,102.088,102.6055
0,101.81,100.33,101.95,100.69,2822800,-0.76,101.034,101.882,102.4455
0,100.65,100.98,101.87,100.06,3530700,1.26,101.098,101.717,102.3575
0,100.59,99.79,100.98,100.27,2964900,-0.15,101.074,101.52,102.2745
0,99.67,99.38,100.87,99.58,4237800,-1.22,100.88,101.313,102.2165
0,99.49,98.97,99.82,98.8,3816300,-0.98,100.704,101.058,102.023
0,99.33,98.39,99.695,98.81,3579300,-1.1,100.442,100.738,101.8615
0,98.74,98.42,99.33,98.1,3215200,-0.34,99.946,100.522,101.6705
0,98.08,97.79,98.8,98.04,3187900,-0.75,99.564,100.319,101.3985
0,97.6,97,98.5,97.51,2803900,-1.25,99.062,99.971,101.141
0,97.29,96.83,97.7,96.92,2092300,-1.14,98.648,99.676,100.882
0,97.08,96.4,97.403,96.57,2106400,-0.79,98.208,99.325,100.6035
0,96.28,95.84,97.39,96.0962,2592500,-0.52,97.758,98.852,100.2845
0,96.89,96.71,96.66,95.21,2923900,-1.01,97.266,98.415,99.9675
0,96.41,95.87,96.99,96.33,2600600,-0.19,97.028,98.045,99.679
0,95.5,95.17,96.74,95.71,2359700,0.13,96.79,97.719,99.3885
0,95.49,95.02,95.75,95.1,2655500,-1.39,96.432,97.32,99.029
0,95.37,94.79,95.73,94.76,2745800,-0.92,96.114,96.936,98.729
0,94.67,94.34,95.48,94.54,2704900,-0.13,95.932,96.599,98.459
0,94.78,94.19,94.929,94.13,2704600,-0.82,95.488,96.258,98.1145
0,92.85,91.55,94.79,93.96,3206700,-0.59,95.162,95.976,97.826
0,91.78,91.98,92.92,91.4,2580600,-1.82,94.632,95.532,97.4285
0,92.64,93.11,92.8,91.6068,1877300,-3,93.89,95.002,96.927
0,93.07,93.35,93.17,91.67,2360900,-0.21,93.344,94.638,96.5265
0,93.19,92.7,93.73,92.75,1542900,1.29,93.024,94.256,96.1505
0,93.1,92.78,93.72,92.69,953400,0.55,92.706,93.934,95.8265
0,94.13,93.35,93.66,91.94,5975500,0.03,92.756,93.694,95.507
0,93.02,93.92,94.14,93.21,3289800,0.94,93.226,93.558,95.247
0,93.85,93.13,93.98,92.97,3254800,-0.08,93.302,93.323,94.961
0,93.03,92.39,94,93,2800000,-0.28,93.458,93.241,94.7495
0,92.28,92,93.11,92.13,2750700,0.01,93.426,93.066,94.521
0,92.5,92.95,92.58,92,2709000,-1.57,93.262,93.009,94.2705
0,93.12,93.72,93.45,92.16,2621400,-0.53,92.936,93.081,94.0415
0,93.68,92.65,94,92.52,4064900,0.84,92.956,93.129,93.8835
0,91.87,91.37,93.9,92.5,3821600,1.18,92.922,93.19,93.723
0,91.51,91.24,92.48,91.35,2847700,-1.25,92.69,93.058,93.496
0,90.95,90.8,91.67,90.68,2476400,-2.17,92.536,92.899,93.2965
0,90.76,90.3,91.09,90.31,2027700,-0.92,92.226,92.581,93.0695
0,90.12,90.31,91.2,89.595,2996600,-0.75,91.754,92.355,92.839
0,90.3,91.41,90.69,90,1969800,-0.83,91.042,91.982,92.6115
0,90.95,90.68,91.68,90.12,1929200,-0.46,90.728,91.709,92.3875
0,90.65,91.35,91.19,90.49,2284900,0.83,90.616,91.576,92.2925
0,90.93,90.1,91.97,90.51,2364000,0.35,90.556,91.391,92.236
0,90.31,90.19,91,89.48,2426200,-0.02,90.59,91.172,92.1505
0,90.09,89.54,90.96,90.12,2504200,-0.34,90.628,90.835,92.0125
0,90.28,89.29,90.25,89.54,1910200,-0.84,90.586,90.657,91.8575
0,88.94,89.08,90.33,89.15,1101100,-0.03,90.452,90.534,91.7165
0,89.02,89.08,89.15,88.66,2011300,-1.15,90.11,90.333,91.457
0,89.57,89.25,89.68,88.4,2035100,-1.26,89.728,90.159,91.257
0,88.5,88.12,89.7,88.77,2688600,0.63,89.58,90.104,91.043
0,88.02,86.74,89.38,87.75,5237100,-0.52,89.262,89.924,90.8165
0,87.31,89.17,88.29,86.74,3291600,-1.55,88.81,89.631,90.6035
0,89.08,88.6,89.38,87.07,2882700,-1.19,88.484,89.297,90.344
0,89.18,88.96,90.19,88.36,2985900,1.06,88.496,89.112,90.142
0,88.81,88.6,89.67,88.5,2220100,1.87,88.418,88.999,89.917
0,88.55,89.11,89.56,88.1,3176400,-0.27,88.48,88.871,89.764
0,89.38,90.34,89.83,88.46,3005900,-0.63,88.586,88.698,89.616
0,90.86,89.95,90.34,88.71,4593100,0.57,89,88.742,89.5375
0,89.6,88.08,91.23,89.87,2806100,2.31,89.356,88.926,89.5425
0,88.97,89.61,89.84,88.08,2387800,0.22,89.44,88.929,89.5165
0,89.25,87.94,89.97,88.78,3051900,-1.89,89.472,88.976,89.45
0,87.6,88.03,89.4,87.84,3306600,-0.35,89.612,89.099,89.365
0,88.03,87.9,88.69,87.49,3360400,-1.37,89.256,89.128,89.2125
0,87.81,88.72,88.54,87.59,3592600,-1.22,88.69,89.023,89.0675
0,88.39,89.03,88.84,87.41,4613900,0.21,88.332,88.886,88.9425
0,88.73,89.67,89.54,88.15,3321300,0.36,88.216,88.844,88.8575
0,92.53,92.41,90.52,88.58,5866000,0.92,88.112,88.862,88.78
0,92.94,94.61,93.06,91.5,3130800,4.14,89.098,89.177,88.9595
0,94.74,94.68,94.61,92.69,3804100,4.21,90.08,89.385,89.1555
0,94.81,94.94,95,94.17,2538800,2.21,91.466,89.899,89.414
0,94.23,94.02,95.1,94.55,3191800,1.87,92.75,90.483,89.7295
0,92.79,92.71,94.34,93.29,2857500,-0.51,93.85,90.981,90.04
0,92.75,92.95,93.06,92.37,2916300,-2.02,93.902,91.5,90.314
0,92.83,93.86,93.34,92.4,2566100,-1.48,93.864,91.972,90.4975
0,93.28,93.95,93.87,92.78,2429200,0.04,93.482,92.474,90.68
0,93.94,95.29,94,93.15,2561600,0.53,93.176,92.963,90.9035
0,95.37,94.55,95.29,93.9,2989500,1.11,93.118,93.484,91.173
0,94.96,94.74,95.46,94.5,2607600,2.09,93.634,93.768,91.4725
0,94.43,94.05,95.195,94.45,3663600,1.02,94.076,93.97,91.6775
0,93.78,93.81,94.53,93.66,2531400,-0.94,94.396,93.939,91.919
0,93.54,94.23,94,93.0008,2610300,-1.18,94.496,93.836,92.1595
0,93.29,92.9,94.29,93.1,3602300,-0.89,94.416,93.767,92.374
0,92.42,92.47,94.27,92.21,3900600,-0.49,94,93.817,92.6585
0,92.82,92.89,92.86,91.7,2559500,-1.12,93.492,93.784,92.878
0,92.59,92.88,93.21,91.96,2081400,-0.47,93.17,93.783,93.1285
0,92.83,93.95,93.4,92.54,2612900,0.17,92.932,93.714,93.3385
0,93.73,92.85,94.1,92.72,3800400,0.01,92.79,93.603,93.5435
0,93.21,94.06,94.093,92.76,3037400,1.14,92.878,93.439,93.6035
0,93.58,93.2,94.07,92.94,9547000,0.38,93.036,93.264,93.617
0,93.63,92.88,93.63,92.91,2075600,-0.15,93.188,93.179,93.559
0,93.43,93.78,94.06,92.73,2723500,0.42,93.396,93.164,93.5
0,93.78,93.66,93.99,93.22,2477500,-0.15,93.516,93.153,93.46
0,93.98,92.86,94.09,93.49,3290300,0.15,93.526,93.202,93.5095
0,92.06,90.92,93.98,92.561,4993000,0.55,93.68,93.358,93.571
0,90.81,91.6,92.43,90.46,2729300,-1.72,93.376,93.282,93.5325
0,91.17,90.73,91.66,90.461,2409600,-3.17,92.812,93.104,93.409
0,90.67,92.27,91.59,90.65,2403400,-0.89,92.36,92.938,93.2705
0,92.82,93.38,92.31,90.61,6356100,-0.14,91.738,92.632,93.0355
0,93.28,92.37,93.65,92.7,3215400,1.65,91.506,92.593,92.9285
0,91.75,91.92,93.38,92.06,3223400,2.61,91.75,92.563,92.871
0,91.68,92.03,91.99,91.11,2985500,-1.07,91.938,92.375,92.7695
0,92.6,92.44,92.33,91.1,2532300,-1.6,92.04,92.2,92.6765
