R,ClPr,OPEN,pre_HIGH,pre_LOW,prev_VOLUME,2dayprice_change,SMA5,SMA10,SMA20
0,152.71,154.08,155.5,153.75,2069222,-2.72,155.59,156.01,153.232
0,155.43,155.14,154.5,152.7,2613316,-2.24,154.932,155.74,153.317
0,155.08,153.89,155.63,153.16,2865946,1.68,154.662,155.707,153.5685
0,155.38,156.08,155.58,153.83,2171054,2.37,154.384,155.503,153.8165
0,155.65,156.13,156.08,154.9,2022399,-0.05,154.47,155.372,154.0185
0,154.3,155,156.43,154.66,1726793,0.57,154.85,155.22,154.2225
0,153.95,155.92,155.3,154.07,2561158,-1.08,155.168,155.05,154.365
0,157.09,156.16,156.44,153.92,2474876,-1.7,154.872,154.767,154.507
0,155.92,157.85,157.99,155.93,2625489,2.79,155.274,154.829,154.926
0,157.54,159.68,158.32,155.92,2563948,1.97,155.382,154.926,155.2555
0,159.84,160.41,159.96,157.54,2862870,0.45,155.76,155.305,155.6575
0,159.68,159.85,160.87,159.51,2286400,3.92,156.868,156.018,155.879
0,158.95,159.36,160.7,159.45,1447412,2.14,158.014,156.443,156.075
0,159.62,157.59,159.88,158.94,3286587,-0.89,158.386,156.83,156.1665
0,156.95,156.6,160.24,157.385,2528893,-0.06,159.126,157.254,156.313
0,156.49,155.49,157.59,155.75,1839387,-2,159.008,157.384,156.302
0,155.87,157.08,157.04,155.37,1729688,-3.13,158.338,157.603,156.3265
0,158.04,159.85,157.32,155.39,2353069,-1.08,157.576,157.795,156.281
0,159.86,159.12,159.99,157.88,1910513,1.55,157.394,157.89,156.3595
0,159.04,156.95,160.36,159,1854228,3.99,157.442,158.284,156.605
0,156.98,156.85,159.57,156.95,1758925,1,157.86,158.434,156.8695
0,156.59,156.5,158.26,156.6,1810752,-2.88,157.958,158.148,157.083
0,157.08,157.5,157.41,156.3,1608614,-2.45,158.102,157.839,157.141
0,158.35,159.51,157.97,156.97,2314771,0.1,157.91,157.652,157.241
0,160.16,159.61,160.38,158.09,2237628,1.76,157.608,157.525,157.3895
0,159.08,158.28,160.5,158.98,2074495,3.08,157.832,157.846,157.615
0,158.98,159.1,159.88,157.95,2481192,0.73,158.252,158.105,157.854
0,159.08,160.44,159.76,158.57,1906559,-1.18,158.73,158.416,158.1055
0,160.87,160.35,160.79,158.74,2880519,0,159.13,158.52,158.205
0,161.02,159.82,160.89,159.61,1578079,1.89,159.634,158.621,158.4525
0,159.59,160.98,161.31,159.53,2625930,1.94,159.806,158.819,158.6265
0,160.98,161.99,161.32,159.035,2471109,-1.28,159.908,159.08,158.614
0,162.06,161.9,162.33,160.66,1822803,-0.04,160.308,159.519,158.679
0,161.9,162.42,162.3537,161.8,2401606,2.47,160.904,160.017,158.8345
0,163.12,163.07,163.07,161.84,1978568,0.92,161.11,160.372,158.9485
0,162.87,163,163.59,162.55,2076094,1.06,161.53,160.668,159.257
0,163.3,163.15,163.59,162.31,1748224,0.97,162.186,161.047,159.576
0,163.15,162.09,163.77,162.65,1923774,0.18,162.65,161.479,159.9475
0,161.31,160.43,163.3,161.8,2462309,0.28,162.868,161.886,160.203
0,160.07,158.71,161.74,160.36,2587859,-1.99,162.75,161.93,160.2755
0,159.9,160.26,160.4,158.01,1864709,-3.08,162.14,161.835,160.327
0,160.6,160.25,161,159.8,1708711,-1.41,161.546,161.866,160.473
0,158.61,157.23,161.4,160.06,2025537,0.53,161.006,161.828,160.6735
0,157.64,157.92,159.2,157.23,2112923,-1.29,160.098,161.483,160.75
0,157.91,158.86,159.08,156.55,2203122,-2.96,159.364,161.057,160.7145
0,159.02,158.4,159.45,157.41,1947744,-0.7,158.932,160.536,160.602
0,157.68,156.79,159.85,157.88,2240314,1.38,158.756,160.151,160.599
0,156.39,156.82,158.09,156.79,2160149,-0.23,158.172,159.589,160.534
0,156.97,157.42,157.915,156.01,3510160,-2.63,157.728,158.913,160.3995
0,158.33,157.69,157.93,156.18,3078628,-0.71,157.594,158.479,160.2045
0,157.98,159.48,158.36,156.18,3387920,1.94,157.678,158.305,160.07
0,158.99,159.81,160.065,157.81,3448755,1.01,157.47,158.113,159.9895
0,159.66,159.54,159.81,157.85,3043484,0.66,157.732,157.952,159.89
0,164.67,163.81,161.45,158.61,5703839,1.68,158.386,158.057,159.77
0,164,165.65,164.89,162.57,2228813,5.68,159.926,158.76,159.9085
0,164.51,163,165.7,163.62,1970534,4.34,161.06,159.369,159.9525
0,161.71,164.53,165.39,162.73,2394237,-0.16,162.366,159.918,160.0345
0,165.89,165.73,164.54,161.13,3063509,-2.29,162.91,160.321,159.955
0,166.44,166.72,166.65,165.1,1662831,1.38,164.156,161.271,160.092
0,165.99,165.32,167.34,165.86,1995871,4.73,164.51,162.218,160.3485
0,165.84,166.76,166.48,164.17,1915188,0.1,164.908,162.984,160.6445
0,167.07,167.5,167.3599,165.6,1860416,-0.6,165.174,163.77,160.9415
0,166.79,166.25,167.7,166.22,1501941,1.08,166.246,164.578,161.265
0,166.27,166.21,167.18,165.08,1680624,0.95,166.426,165.291,161.674
0,166.21,165.4,167.22,165.21,1754434,-0.8,166.392,165.451,162.1055
0,165.48,161.66,167.57,165.28,2479504,-0.58,166.436,165.672,162.5205
0,162.8,163.38,165.99,161.4,2560334,-0.79,166.364,165.769,162.8435
0,162.52,164.29,163.97,162.12,1852617,-3.41,165.51,165.878,163.0995
0,164.95,165.41,164.54,161.9,2148057,-2.96,164.656,165.541,163.406
0,166.05,164.2,166,164.62,2081259,2.15,164.392,165.392,163.805
0,163.5,162.36,166.77,164.2,1684009,3.53,164.36,165.398,164.191
0,162.59,162,163.9,162.02,1722661,-1.45,163.964,165.164,164.467
0,162.7,166.24,163.37,161.21,2050735,-3.46,163.922,164.716,164.647
0,166.32,165.58,166.52,162.66,2540422,-0.8,163.958,164.307,164.799
0,166.13,166.83,167.65,165.53,2090967,3.73,164.232,164.312,164.8815
0,166.49,166.09,166.905,165.83,2155702,3.43,164.248,164.304,164.988
0,165.66,166.16,167.134,165.39,4371778,0.17,164.846,164.405,165.087
0,166.47,163.16,166.21,164.85,1953456,-0.47,165.46,164.691,165.2845
0,164.23,165.52,166.95,162.05,3062438,-0.02,166.214,165.086,165.3135
0,166.21,163.58,165.53,163.38,2557894,-1.43,165.796,165.014,165.203
0,162.74,164.02,166.27,163.58,2111158,-0.26,165.812,165.03,165.214
0,164.47,162.59,164.39,161.78,2284740,-1.49,165.062,164.954,165.059
0,161.73,162.7,164.52,162.57,1715011,-1.74,164.824,165.142,164.929
0,162.26,164.81,163.22,161.66,1894304,-1.01,163.876,165.045,164.676
0,166.37,164.72,164.86,162.25,2564593,-2.21,163.482,164.639,164.4755
0,164.36,166.5,166.78,164.51,1608060,4.64,163.514,164.663,164.4835
0,167.57,167.21,166.77,164.01,2114438,2.1,163.838,164.45,164.4275
0,167.16,168.26,167.7,166.69,1547152,1.2,164.458,164.641,164.666
0,168.27,169.57,168.26,166.46,1572650,2.8,165.544,164.71,164.898
0,170.5,168.16,169.6,167.36,2232405,0.7,166.746,165.114,165.064
0,168.65,169.66,170.5,168.12,2223104,3.34,167.572,165.543,165.2865
0,169.61,168.85,169.75,168.555,1946016,0.38,168.43,166.134,165.544
0,168.89,168.97,169.98,168.64,1789346,-0.89,168.838,166.648,165.895
0,169.12,168.27,169.66,168.62,2019149,0.24,169.184,167.364,166.2045
0,168.81,168.14,169.25,168.07,1770282,-0.49,169.354,168.05,166.3445
0,168.12,166.74,168.8668,167.7045,1835977,-0.08,169.016,168.294,166.4785
0,167.09,167.4,168.27,165.13,2416631,-1,168.91,168.67,166.56
0,167.4,166.34,167.55,166.58,1648714,-1.72,168.406,168.622,166.6315
0,166.92,165.94,167.51,166.01,1552002,-0.72,168.108,168.646,166.678
0,165.94,165.9,166.92,165.09,2100869,-0.17,167.668,168.511,166.8125
0,165.91,164.93,166.62,165.33,1792069,-1.46,167.094,168.055,166.799
0,164.48,164.52,165.95,164.85,1615661,-1.01,166.652,167.781,166.9575
0,165.82,165.4,164.97,163.47,1695058,-1.46,166.13,167.268,166.958
0,164.84,164.38,166.14,164.6,1885097,-0.09,165.814,166.961,167.1625
0,166.07,166.23,165.54,163.84,2072981,0.36,165.398,166.533,167.2915
0,166.55,165.31,167.68,165.56,1826929,0.25,165.424,166.259,167.2765
0,164.81,165.78,166.59,164.75,2050539,1.71,165.552,166.102,167.386
0,165.94,165.17,165.83,164.24,2363703,-1.26,165.618,165.874,167.248
0,164.42,162.12,166.19,164.71,2604773,-0.61,165.642,165.728,167.187
0,162.3,164.75,164.62,160.89,2356879,-0.39,165.558,165.478,166.9945
0,166.13,164.07,165.22,162.3,3561680,-3.64,164.804,165.114,166.5845
0,163.94,164.61,166.16,162.88,2674418,1.71,164.72,165.136,166.4585
0,163.63,162.31,166.57,163.76,3574559,1.64,164.546,165.082,166.175
0,164.24,163.62,165.14,160.94,4190749,-2.5,164.084,164.863,165.912
0,164.02,165.75,164.28,161.8001,3556266,0.3,164.048,164.803,165.668
0,165.89,163.26,165.98,163.91,2249181,0.39,164.392,164.598,165.4285
0,162.54,161.66,165.99,162.13,2225819,1.65,164.344,164.532,165.317
0,161.94,162.72,163.37,161.02,1597680,-1.48,164.064,164.305,165.0895
0,162,159.86,163.4,160.06,2095801,-3.95,163.726,163.905,164.8165
0,159.66,160.89,162.18,159.09,2349676,-0.54,163.278,163.663,164.5705
0,159.84,159.04,161.44,159.3675,1881406,-2.28,162.406,163.399,164.2565
0,160.62,162.23,160.53,158.5,1983535,-2.16,161.196,162.77,163.953
0,160.74,162.39,164.384,159.45,2706698,0.96,160.812,162.438,163.76
0,161.62,163.85,162.39,160.02,2149230,0.9,160.572,162.149,163.506
0,163.63,160.65,164,161.27,2365485,1,160.496,161.887,163.345
0,159.8,159.9,163.69,160.52,3146333,2.89,161.29,161.848,163.223
0,158.65,160.82,160.28,158.94,3081291,-1.82,161.282,161.239,162.8855
0,160.36,163,161.3699,157.744,3537144,-4.98,160.888,160.85,162.5775
0,164.06,164.71,163.64,160.08,3692901,0.56,160.812,160.692,162.2985
0,164.32,166,165.08,162.73,2117562,5.41,161.3,160.898,162.2805
0,165.84,166.55,167.17,164.2,1631764,3.96,161.438,161.364,162.3815
0,166.71,166.3,166.74,165.28,1180680,1.78,162.646,161.964,162.367
0,166.26,167.34,167.12,165.81,1218833,2.39,164.258,162.573,162.5055
0,166.96,166.17,167.81,166.15,1607376,0.42,165.438,163.125,162.637
0,166.87,168.02,167.61,166.17,981961,0.25,166.018,163.659,162.773
0,167.27,166.22,168.16,166.87,2190067,0.61,166.528,163.983,162.9155
0,165.48,164.78,167.305,166.14,2090786,0.31,166.814,164.73,162.9845
0,165.3,162.4,166.09,164.36,4891344,-1.39,166.568,165.413,163.1315
0,160.6,159.29,165.3,162,3359781,-1.97,166.376,165.907,163.2995
0,159.05,157.26,160.89,157.78,3948875,-4.88,165.104,165.561,163.2295
0,156.85,158.12,161.44,157.08,3383174,-6.25,163.54,165.034,163.199
0,157.12,158.56,158.4399,155.59,2610662,-3.75,161.456,164.135,163.0495
0,159.15,159.18,158.99,157.12,2823193,-1.93,159.784,163.176,162.8745
0,158.24,160.71,160.22,158.42,2437334,2.3,158.554,162.465,162.795
0,160.83,159.89,160.81,157.7,3251563,1.12,158.082,161.593,162.626
0,160.93,162.1,161.1,159.11,2051810,1.68,158.438,160.989,162.486
0,162.27,162.4,162.8,160.1,1905159,2.69,159.254,160.355,162.5425
0,162.26,162,162.9,161.88,1722974,1.44,160.284,160.034,162.7235
0,162.26,161.1,162.92,160.9,2165107,1.33,160.906,159.73,162.8185
0,160.6,158.78,162.44,160.17,3040255,-0.01,161.71,159.896,162.7285
0,158.16,158.35,160.78,158.54,2504391,-1.66,161.664,160.051,162.5425
0,160.09,159.58,159.505,157.86,2502120,-4.1,161.11,160.182,162.1585
0,158.31,157.97,160.82,158.8,1565487,-0.51,160.674,160.479,161.8275
0,158.06,159,158.45,157.5,1823224,0.15,159.884,160.395,161.43
0,159.88,160.16,159.68,158.06,3646343,-2.03,159.044,160.377,160.985
0,160.16,160.31,160.56,159.41,2358208,1.57,158.9,160.282,160.6355
0,159.36,158.19,160.86,159.59,2472003,2.1,159.3,160.205,160.28
0,158.83,159.33,159.55,157.84,1748983,-0.52,159.154,159.914,159.974
0,160.15,158.88,159.41,157.97,2314262,-1.33,159.258,159.571,159.6505
0,158.69,158.09,160.46,158.85,2312206,0.79,159.676,159.36,159.628
0,158.85,158.53,159.16,158.09,1674303,-0.14,159.438,159.169,159.61
0,158.35,158,158.88,157.71,1786273,-1.3,159.176,159.238,159.71
0,157.68,156.65,159.07,157.48,2375052,-0.34,158.974,159.064,159.7715
0,157.11,157.95,157.87,156.5,1500672,-1.17,158.744,159.001,159.698
0,157.66,156.25,158,156.65,1812026,-1.24,158.136,158.906,159.6415
0,156.55,156.15,157.71,156.05,1463470,-0.02,157.93,158.684,159.483
0,156.05,155.69,156.62,155.475,1882753,-0.56,157.47,158.323,159.264
0,155.69,155.68,156.68,155.21,2067172,-1.61,157.01,157.992,158.953
0,155.05,153.92,156.24,154.14,2770390,-0.86,156.612,157.678,158.6245
0,153.3,153.14,155.23,153.24,3128619,-1,156.2,157.168,158.264
0,153.77,153.83,154.39,152.98,2376422,-2.39,155.328,156.629,157.899
0,152.1,150.49,154.44,153.09,3016319,-1.28,154.772,156.121,157.6795
0,151.01,151.39,152.4,150,1836500,-1.2,153.982,155.496,157.28
0,151.06,149.83,151.73,150.2,2060649,-2.76,153.046,154.829,156.915
0,149.56,148.09,151.13,149.56,2368229,-1.04,152.248,154.224,156.565
0,148.59,145,149.71,147.34,2844091,-1.45,151.5,153.414,156.049
0,145.05,141.92,148.79,144.81,4480881,-2.47,150.464,152.618,155.4705
0,138.95,140.9,147.92,141.92,7428192,-4.51,149.054,151.518,154.755
0,140.93,138.4,141.09,138.7,4294426,-9.64,146.642,149.844,153.761
0,137.6,137.15,141.1,138.34,3080962,-4.12,144.616,148.432,152.8
0,137.4,135.75,137.75,136.76,2782534,-1.35,142.224,146.862,151.7455
0,135.05,133.42,137.85,135.75,3749126,-3.53,139.986,145.225,150.673
0,134.22,132.56,135.97,132.752,3497195,-2.55,137.986,143.52,149.508
0,134.18,133.65,134.64,130.6,4794670,-3.18,137.04,141.841,148.335
0,132.9,134.26,135.94,133.21,3644279,-0.87,135.69,140.153,147.1885
0,133.83,139.33,135.35,131.01,4583764,-1.32,134.75,138.487,145.9505
0,138.64,141.15,139.6,133.82,7370317,-0.35,134.036,137.011,144.8145
0,141.41,138.25,141.5,138.33,3768200,5.74,134.754,136.37,143.944
0,137.68,138.82,141.48,137.72,4137781,7.58,136.192,136.616,143.23
0,140.34,140.55,140.18,137.66,3145016,-0.96,136.892,136.291,142.3615
0,140.17,139.33,141.28,139.59,2464699,-1.07,138.38,136.565,141.7135
0,138.67,138.57,140.45,138.57,3514089,2.49,139.648,136.842,141.0335
0,139.18,141.16,139.32,137.95,3223934,-1.67,139.654,137.204,140.362
0,141.68,142.5,141.67,138.72,2925861,-0.99,139.208,137.7,139.7705
0,142.19,140.94,142.9,141.28,2678708,3.01,140.008,138.45,139.3015
0,142.42,142.52,142.34,140.66,2848278,3.01,140.378,139.379,138.933
0,142.48,144.41,142.89,140.98,3557713,0.74,140.828,140.238,138.6245
0,144.88,144.17,144.46,142.07,2740214,0.29,141.59,140.622,138.496
0,144.37,145.23,145.12,143.72,2607517,2.46,142.73,140.969,138.7925
0,145.71,146.92,145.595,144.35,2048428,1.89,143.268,141.638,138.9645
0,146.69,147.42,147,145.5,2229103,0.83,143.972,142.175,139.37
0,146.84,145.7,147.87,146.52,8106200,2.32,144.826,142.827,139.8345
0,145.37,144.92,147.06,145.69,2364800,1.13,145.698,143.644,140.424
0,144.85,143.8,145.79,144.27,2757000,-1.32,145.796,144.263,140.9815
0,144.48,144.17,144.99,143.59,1945100,-1.99,145.892,144.58,141.515
0,143.94,144.45,144.69,143.66,1868000,-0.89,145.646,144.809,142.094
0,144.35,143.99,144.45,143.5,2135400,-0.91,145.096,144.961,142.5995
0,144.64,144.63,144.38,143.6,1465400,-0.13,144.598,145.148,142.885
0,144.46,144.7,144.99,144,1558800,0.7,144.452,145.124,143.0465
0,144.89,144.41,145.26,144.245,1745400,0.11,144.374,145.133,143.3855
0,144.2,143.64,145.45,144.11,2446100,0.25,144.456,145.051,143.613
0,143.61,144.21,144.32,143.15,1989100,-0.26,144.508,144.802,143.8145
0,143.82,144.47,144.65,143.345,1549800,-1.28,144.36,144.479,144.0615
0,144.22,143.3,144.72,143.55,1533600,-0.38,144.196,144.324,144.2935
0,144,144.06,144.61,143.3,1578800,0.61,144.148,144.261,144.4205
0,143.98,143.32,144.39,143.18,1537800,0.18,143.97,144.213,144.511
0,143.94,144.43,144.12,143.02,1314100,-0.24,143.926,144.217,144.589
0,144.6,145,144.86,143.63,1402200,-0.06,143.992,144.176,144.662
0,144.7,144.66,145.39,144.57,1808100,0.62,144.148,144.172,144.648
0,144.13,144.5,144.99,144.42,1012900,0.76,144.244,144.196,144.6645
0,144.5,144.78,144.83,144.0201,1547500,-0.47,144.27,144.12,144.5855
0,144.6,143.86,144.99,144.35,1475800,-0.2,144.374,144.15,144.476
0,144.25,144.47,144.82,143.5,2298800,0.47,144.506,144.249,144.364
0,144.12,142.75,145.01,143.81,1592500,-0.25,144.436,144.292,144.308
0,141.92,142.81,144.19,142.59,1852900,-0.48,144.32,144.282,144.2715
0,142.34,142,142.98,141.02,1960900,-2.33,143.878,144.074,144.1435
0,141.8,141.35,142.39,141.85,1586900,-1.78,143.446,143.91,144.0635
0,140.88,140.62,141.83,140.92,3104300,-0.12,142.886,143.696,143.936
0,140.58,140.93,141.21,140.43,2176100,-1.46,142.212,143.324,143.748
0,140.85,139.3,141.5,140.54,1919100,-1.22,141.504,142.912,143.554
0,139.13,140.05,140.885,138.89,2702600,-0.03,141.29,142.584,143.352
0,139.55,139.14,140.3701,138.96,1892500,-1.45,140.648,142.047,143.0985
0,139.78,140.62,139.94,138.43,2679000,-1.3,140.198,141.542,142.8955
0,140.75,140.15,141.12,139.34,2168500,0.65,139.978,141.095,142.6935
0,140.75,140.15,140.98,139.21,2494500,1.2,140.012,140.758,142.52
0,140.89,143.33,140.98,139.21,2505800,0.97,139.992,140.641,142.3575
0,143.74,144.26,143.55,140.6,3571100,0.14,140.344,140.496,142.203
0,144.02,145.22,144.78,143.52,2458400,2.99,141.182,140.69,142.193
0,145.53,144.92,146.27,143.99,2286600,3.13,142.03,141.004,142.164
0,145.12,145.66,145.63,143.78,2002200,1.79,142.986,141.499,142.2055
0,145.13,145.51,145.94,144.59,1601800,1.1,143.86,141.926,142.255
0,144.68,145.34,146.43,144.47,2580000,-0.4,144.708,142.526,142.2865
0,145.12,144.89,145.4476,144.53,1849400,-0.44,144.896,143.039,142.2905
0,144.3,144.66,145.67,144.89,1608200,-0.01,145.116,143.573,142.334
0,144.83,143.83,144.87,143.65,1520900,-0.38,144.87,143.928,142.343
0,143.54,145.33,145.06,143.54,2133000,-0.29,144.812,144.336,142.4885
0,146.17,145.28,145.67,143.45,2776500,-0.76,144.494,144.601,142.5485
0,145.06,145,146.25,145.0297,1969200,1.34,144.792,144.844,142.767
0,145,144.99,145.48,144.36,1955700,1.52,144.78,144.948,142.976
0,144.31,144.14,145.71,144.75,2114600,-1.17,144.92,144.895,143.197
0,143.89,143.5,144.49,143.54,1907900,-0.75,144.816,144.814,143.37
0,144.68,144.78,144.2,143.2375,2070100,-1.11,144.886,144.69,143.608
0,144.56,145.22,145.04,144.03,1521800,0.37,144.588,144.69,143.8645
0,144.91,145.48,145.4,144.48,1596700,0.67,144.488,144.634,144.1035
0,145.41,145.25,145.58,144.5,1257900,0.23,144.47,144.695,144.3115
0,145.23,144.23,145.73,145,1142200,0.85,144.69,144.753,144.5445
0,144.56,143.41,145.3,143.56,1621300,0.32,144.958,144.922,144.7615
0,143.24,143.92,144.82,143.38,1767600,-0.85,144.934,144.761,144.8025
0,143.69,143.17,143.93,143.06,1878400,-1.99,144.67,144.579,144.7635
0,143.73,143.75,144.0699,143.0625,1981800,-0.87,144.426,144.448,144.6715
0,143.65,143,143.99,142.5577,1490900,0.49,144.09,144.39,144.602
0,143.09,143.71,144.38,142.88,1321800,-0.04,143.774,144.366,144.528
0,144.09,145.1,144.6156,143.05,1404500,-0.64,143.48,144.207,144.4485
0,145.16,144.54,145.3,144.01,1390200,0.44,143.65,144.16,144.397
0,144.49,144.53,145.3,144.2,4204600,2.07,143.944,144.185,144.44
0,144.33,143.93,144.72,143.99,1560500,0.4,144.096,144.093,144.423
0,143.69,143.01,144.39,142.77,1340700,-0.83,144.232,144.003,144.4625
0,143.32,142.93,143.99,142.64,1209400,-0.8,144.352,143.916,144.3385
0,143.36,143.19,143.53,142.6,1274300,-1.01,144.198,143.924,144.2515
0,143.07,144.95,143.75,142.83,1376200,-0.33,143.838,143.891,144.1695
0,144.41,144.66,144.95,142.78,1839400,-0.25,143.554,143.825,144.1075
0,144.97,144.97,144.97,144.19,1489900,1.05,143.57,143.901,144.1335
0,145.32,144.64,145.21,144.46,1700000,1.9,143.826,144.089,144.148
0,144.64,143.99,145.53,144.61,1800900,0.91,144.226,144.212,144.186
0,143.71,142.76,144.64,143.53,1768700,-0.33,144.482,144.16,144.1725
0,142.26,142.91,143.74,141.9,1542300,-1.61,144.61,144.082,144.0875
0,142.89,142.08,143,142.26,1335700,-2.38,144.18,143.875,143.939
0,142.32,142.27,143.13,141.61,2061700,-0.82,143.764,143.795,143.8555
0,142.55,142.11,142.91,141.69,1682300,0.06,143.164,143.695,143.8095
0,142.39,141.5,142.67,141.78,3908500,-0.34,142.746,143.614,143.7525
0,141.43,141.81,142.43,141.19,1624100,0.07,142.482,143.546,143.6855
0,141.44,141.5,141.9,141.06,1566100,-1.12,142.316,143.248,143.5745
0,141.14,140.23,141.6,141.13,1512300,-0.95,142.026,142.895,143.492
0,140.31,140.71,141.18,140.052,1209400,-0.29,141.79,142.477,143.3445
0,140.66,139.77,140.96,140.26,1550100,-1.13,141.342,142.044,143.102
0,140.23,141.6,140.79,139.77,1641000,-0.48,140.996,141.739,142.9105
0,141.67,140.07,141.9,139.89,1845100,-0.08,140.756,141.536,142.7055
0,141.13,140.93,142,139.98,1529200,1.01,140.802,141.414,142.6045
0,140.98,141.56,141.2,139.91,1901700,0.9,140.8,141.295,142.495
0,141.6,142.48,141.739,140.022,2388400,-0.69,140.934,141.138,142.376
0,142.43,143,142.77,141.41,2113400,0.47,141.122,141.059,142.3025
0,142.82,141.78,143.37,142.32,1695400,1.45,141.562,141.159,142.2035
0,141.34,140.56,142.94,141.71,2972100,1.22,141.792,141.297,142.096
0,140.83,140.88,141.37,140.25,2093000,-1.09,141.834,141.317,141.897
0,141.14,139.98,142.1199,140.51,1939400,-1.99,141.804,141.369,141.7065
0,139.29,140.28,141.25,139.175,2238500,-0.2,141.712,141.417,141.578
0,140.61,139.14,140.43,139.17,2299700,-1.54,141.084,141.323,141.4295
0,140.12,141.63,141.05,138.65,2710900,-0.53,140.642,141.217,141.3155
0,140.81,139.5,141.83,139.87,5758500,0.83,140.398,141.116,141.2055
0,139.09,137.63,141.49,139.12,3997400,0.2,140.394,141.099,141.1185
0,137.55,137.87,139.2,137.33,2904000,-1.03,139.984,140.848,140.9535
0,137.23,137.43,137.9,136.56,1820900,-3.26,139.636,140.36,140.7595
0,136.56,136.5,138.35,135.97,2244300,-1.86,138.96,139.801,140.549
0,136.65,136.38,136.96,135.69,2093100,-0.99,138.248,139.323,140.32
0,137.99,138.81,136.99,135,2847800,-0.58,137.416,138.905,140.137
0,138.89,138.5,138.89,137.89,2847500,1.43,137.196,138.59,140.0035
0,138.62,137.25,139.52,138.13,2252500,2.24,137.464,138.55,139.9365
0,137.73,137.3,138.71,137.18,1781100,0.63,137.742,138.351,139.784
0,136.77,135.17,138.25,137.25,2645600,-1.16,137.976,138.112,139.614
0,134.09,133.27,136.78,134.81,2135200,-1.85,138,137.708,139.4035
0,133.15,133.45,134.35,132.02,2119000,-3.64,137.22,137.208,139.028
0,132.39,133.37,133.52,132.02,2058100,-3.62,136.072,136.768,138.564
0,133.97,135.73,133.84,132.39,2368200,-1.7,134.826,136.284,138.0425
0,135.84,135,136.43,133.9,2857200,0.82,134.074,136.025,137.674
0,134.84,134.44,135.87,134.5,2671900,3.45,133.888,135.944,137.4245
0,134.4,135.81,135.1525,133.43,2893600,0.87,134.038,135.629,137.1095
0,135.86,136.9,136.25,134.39,2807500,-1.44,134.288,135.18,136.865
0,136.14,136.22,137.77,135.77,2735300,1.02,134.982,134.904,136.6275
0,136,135.99,137.19,135.7,2676200,1.74,135.416,134.745,136.4285
0,136.53,135.88,136.25,135.33,3281400,0.14,135.448,134.668,136.188
0,135.66,134.61,136.65,135.67,2370800,0.39,135.786,134.912,136.06
0,134.2,133.58,135.8706,134.58,2711800,-0.34,136.038,135.163,135.9655
0,132.84,132.82,134.97,133.18,1906500,-2.33,135.706,135.344,135.814
0,133.09,134.66,133.49,132.18,2402500,-2.82,135.046,135.231,135.628
0,134.06,133.66,134.89,133.09,2318900,-1.11,134.464,134.956,135.45
0,132.42,133.32,134.53,132.895,2897600,1.22,133.97,134.878,135.2535
0,133.12,133.58,133.7,131.8801,2793600,-0.67,133.322,134.68,134.93
0,132.43,131.15,134.24,132.9,5920400,-0.94,133.106,134.406,134.655
0,131.23,132.75,132.85,130.86,2577500,0.01,133.024,134.035,134.39
0,132.74,132.49,132.85,130.58,2141000,-1.89,132.652,133.558,134.113
0,132.27,130.66,133.23,132.25,2032800,0.31,132.388,133.179,134.0455
0,129.83,130.08,132.69,130.66,2529400,1.04,132.358,132.84,134.0015
0,130.81,133.19,131.11,129.7,2975100,-2.91,131.7,132.403,133.8735
0,132.57,132.07,133.67,130.64,2520700,-1.46,131.376,132.2,133.7155
0,132.51,133.73,132.76,131.59,2637000,2.74,131.644,132.148,133.552
0,133.56,133.98,133.84,132.227,1928900,1.7,131.598,131.993,133.4355
0,134.11,134.88,134.08,133.1,1966100,0.99,131.856,132.107,133.3935
0,134.08,134.37,135,133.71,2381400,1.6,132.712,132.206,133.306
0,133.85,132.66,134.74,134.02,2236800,0.52,133.366,132.371,133.203
0,132.68,131.92,134.0346,132.19,3551400,-0.26,133.622,132.633,133.0955
0,132.21,133.07,133.08,131.58,6975500,-1.4,133.656,132.627,132.903
0,134.73,134.19,133.8099,131.67,2814400,-1.64,133.386,132.621,132.7305
0,134.34,132.63,135.2,133.92,3179400,2.05,133.51,133.111,132.757
0,132.86,133.13,134.58,132,3124000,2.13,133.562,133.464,132.832
0,132.93,132.27,133.4599,132.28,2771100,-1.87,133.364,133.493,132.8205
0,132.2,131.89,133.43,131.86,2863100,-1.41,133.414,133.535,132.764
0,131.57,131.56,133.46,131.44,2454300,-0.66,133.412,133.399,132.753
0,131.56,130.65,132.33,131.3,2574300,-1.36,132.78,133.145,132.6755
0,130.56,131.33,132.0301,130.0451,2155800,-0.64,132.224,132.893,132.632
0,131.8,132.31,132.71,130.46,2719400,-1.01,131.764,132.564,132.5985
0,132.12,129.77,132.75,131.64,2876500,0.24,131.538,132.476,132.5515
0,130.14,129.29,132.19,129.5,3030000,1.56,131.522,132.467,132.544
0,130.44,130.34,130.38,128.66,2850600,-1.66,131.236,132.008,132.5595
0,130.98,129.7,131,130.01,2100600,-1.68,131.012,131.618,132.541
0,129.7,129.65,131.49,129.65,2604000,0.84,131.096,131.43,132.4615
0,130.33,129.57,130.41,129.0245,3317400,-0.74,130.676,131.107,132.321
0,128.9,127.6,130.39,128.81,3263200,-0.65,130.318,130.92,132.1595
0,127.36,128.01,129.2,127.1,3828400,-0.8,130.07,130.653,131.899
